Area,Address,Price,Bedrooms,Bathrooms,Sqft
"Austin, TX","5704 Janabyrd Ln, Austin, TX 78749","$540,000 ",3,2,"1,459"
"Austin, TX","2600 Gadwall Cv, Austin, TX 78748","$425,000 ",3,2,"1,353"
"Austin, TX","4604 Fawnwood Cv, Austin, TX 78735","$1,200,000 ",4,3,"2,530"
"Austin, TX","Unit 1 - Plan 2521 Plan, The Enclave at Dulce Lane","$1,149,900+",3,4,"2,501"
"Austin, TX","800 Brazos St UNIT 705, Austin, TX 78701","$425,000 ",1,1,891
"Austin, TX","6222 Ledge Mountain Dr, Austin, TX 78731","$1,600,000 ",3,3,"2,495"
"Austin, TX","1005 Bluebonnet Ln, Austin, TX 78704","$1,855,000 ",3,3,"2,172"
"Austin, TX","1319 Westmoor Dr, Austin, TX 78723","$850,000 ",3,2,"2,352"
"Austin, TX","2320 Gracy Farms Ln APT 1331, Austin, TX 78758","$379,000 ",3,2,"1,192"
"Austin, TX","1100 Justin Ln, Austin, TX 78757","$699,000 ",3,3,"1,539"
"Austin, TX","KENTON Plan, Provence","$989,900+",4,4,"3,757"
"Austin, TX","2614 Ravello Ridge Dr, Austin, TX 78735","$3,599,000 ",5,7,"5,954"
"Austin, TX","5006 Gladeview Dr #B, Austin, TX 78745","$575,000 ",2,3,"1,068"
"Austin, TX","10300 Morado Cv APT 906, Austin, TX 78759","$575,000 ",3,3,"2,241"
"Austin, TX","10908 River Terrace Cir, Austin, TX 78733","$3,500,000 ",4,4,"3,387"
"Austin, TX","5603 Manor Rd #A, Austin, TX 78723","$579,000 ",3,3,"1,615"
"Austin, TX","1115 Gillespie Pl, Austin, TX 78704","$5,700,000 ",4,5,"4,032"
"Austin, TX","13804 Cibolo Trce, Austin, TX 78717","$649,000 ",4,4,"2,338"
"Austin, TX","2335 Westoak Dr, Austin, TX 78704","$3,650,000 ",4,5,"3,899"
"Austin, TX","3212 Bonnie Rd, Austin, TX 78703","$1,590,000 ",3,3,"2,312"
"Austin, TX","5617 Signal Poin, Austin, TX 78724","$365,000 ",3,2,"1,075"
"Austin, TX","1504 University Club Dr, Austin, TX 78732","$2,580,000 ",5,6,"5,074"
"Austin, TX","6709 Roseborough Dr, Austin, TX 78747","$339,900 ",3,2,"1,752"
"Austin, TX","10204 Treasure Island Dr, Austin, TX 78730","$1,050,000 ",4,4,"3,504"
"Austin, TX","712 Vargas Rd UNIT 2, Austin, TX 78741","$440,000 ",2,2,"1,003"
"Austin, TX","805 Salem Ln, Austin, TX 78753","$550,000 ",4,3,"1,850"
"Austin, TX","2704 Mountain Laurel Dr, Austin, TX 78703","$5,450,000 ",5,6,"4,665"
"Austin, TX","2105 Taylor Simonetti Ave, Austin, TX 78728","$485,000 ",3,2,"2,272"
"Austin, TX","1705 Newfield Ln, Austin, TX 78703","$699,000 ",3,2,"1,381"
"Austin, TX","2000 Greenwood Ave #B, Austin, TX 78723","$800,000 ",3,4,"1,979"
"Austin, TX","1106 Mariposa Dr #B, Austin, TX 78704","$800,000 ",2,2,"1,100"
"Austin, TX","Anglin Ln, Austin, TX 78737","$250,000 ",,,
"Austin, TX","14124 Running Deer Trl, Austin, TX 78734","$975,000 ",3,3,"2,375"
"Austin, TX","909 Reinli St APT 122, Austin, TX 78751","$240,000 ",1,1,582
"Austin, TX","312 W 39th St, Austin, TX 78751","$675,000 ",2,2,"1,108"
"Austin, TX","8207 Kearsarge Dr, Austin, TX 78745","$529,000 ",3,2,"1,372"
"Austin, TX","2632 W 49th St, Austin, TX 78731","$2,290,000 ",4,4,"3,187"
"Austin, TX","302 Tilbury Ln, Austin, TX 78745","$375,000 ",4,1,"1,120"
"Austin, TX","907 E 53rd St, Austin, TX 78751","$479,000 ",3,2,"1,104"
"Austin, TX","1617 Elmhurst Dr, Austin, TX 78741","$700,000 ",3,3,"1,886"
"Austin, TX","5210 Medford Dr, Austin, TX 78723","$525,000 ",3,2,"1,068"
"Austin, TX","3631 Kentfield Rd, Austin, TX 78759","$494,500 ",3,2,"1,519"
"Austin, TX","6708 Modesto Street, Austin, TX 78757","$499,000 ",3,2,"1,300"
"Austin, TX","12020 Pepperidge Dr, Austin, TX 78739","$798,990 ",4,4,"3,171"
"Austin, TX","4819 Spicewood Springs Rd, Austin, TX 78759","$1,190,000 ",3,3,"3,083"
"Austin, TX","10300 Milky Way Dr, Austin, TX 78730","$2,599,000 ",5,6,"5,362"
"Austin, TX","10217B River Plantation Dr, Austin, TX 78747","$475,000 ",3,2,"2,282"
"Austin, TX","2925 Fleet Dr, Austin, TX 78748","$500,000 ",3,3,"2,190"
"Austin, TX","7500 Whispering Oaks Dr, Austin, TX 78745","$575,000 ",4,2,"1,393"
"Austin, TX","1000 Shelley Ave, Austin, TX 78703","$4,200,000 ",5,4,"3,087"
"Austin, TX","6217 Avery Island Ave, Austin, TX 78727","$409,000 ",2,2,"1,188"
"Austin, TX","6229 Minnoch Ln, Austin, TX 78754","$385,000 ",4,3,"2,305"
"Austin, TX","9709 Monarch Ln, Austin, TX 78724","$999,999 ",4,4,"3,145"
"Austin, TX","6900 E Riverside Dr UNIT 17, Austin, TX 78741","$319,000 ",2,3,"1,312"
"Austin, TX","13003 Huntwood Cv, Austin, TX 78729","$575,000 ",4,3,"2,647"
"Austin, TX","1108 Marly Way, Austin, TX 78733","$3,495,000 ",4,5,"4,621"
"Austin, TX","13012 Debarr Dr, Austin, TX 78729","$465,000 ",3,2,"1,490"
"Austin, TX","9910 Turman Cv, Austin, TX 78730","$1,199,000 ",4,4,"3,509"
"Austin, TX","11700 Swan Dr, Austin, TX 78750","$950,000 ",4,3,"3,410"
"Austin, TX","6210 Mountain Shadows Dr, Austin, TX 78735","$599,998 ",3,2,"1,427"
"Austin, TX","11017 Cap Stone Dr, Austin, TX 78739","$850,000 ",4,3,"2,815"
"Austin, TX","606 W Lynn St APT 27, Austin, TX 78703","$599,000 ",2,3,"1,156"
"Austin, TX","7308 Rimcrest Cv #A-8, Austin, TX 78735","$599,000 ",5,3,"2,574"
"Austin, TX","2514 Wilson St, Austin, TX 78704","$1,350,000 ",5,3,"3,674"
"Austin, TX","8945 Parker Ranch Cir #B, Austin, TX 78748","$439,000 ",3,3,"1,741"
"Austin, TX","208 Park Ln, Austin, TX 78704","$2,195,000 ",3,4,"2,300"
"Austin, TX","800 W Lynn St, Austin, TX 78703","$1,875,000 ",4,3,"2,736"
"Austin, TX","12504 Shady Oaks Ter, Austin, TX 78729","$555,000 ",3,3,"1,686"
"Austin, TX","6615 La Concha Pass, Austin, TX 78749","$1,420,000 ",5,5,"4,558"
"Austin, TX","2409 Arpdale St, Austin, TX 78704","$1,250,000 ",3,2,"1,666"
"Austin, TX","2525 Ionian Cv, Austin, TX 78730","$2,150,000 ",5,5,"4,606"
"Austin, TX","6813 Estana Ln, Austin, TX 78739","$829,000 ",5,3,"3,041"
"Austin, TX","10528 Redmond Rd, Austin, TX 78739","$675,000 ",4,2,"2,289"
"Austin, TX","7101 Beckett Rd, Austin, TX 78749","$659,000 ",4,3,"2,013"
"Austin, TX","5905 Eureka Dr, Austin, TX 78745","$425,000 ",3,2,"1,489"
"Austin, TX","5603 Roosevelt Ave, Austin, TX 78756","$449,000 ",2,3,"1,032"
"Austin, TX","3010 Webberville Rd #1, Austin, TX 78702","$795,000 ",4,3,"2,067"
"Austin, TX","2508 Enfield Rd APT 15, Austin, TX 78703","$515,000 ",2,2,889
"Austin, TX","3405 Winding Creek Dr, Austin, TX 78735","$2,750,000 ",4,5,"5,323"
"Austin, TX","3612 Aspen Creek Pkwy, Austin, TX 78749","$585,000 ",3,2,"2,339"
"Austin, TX","11017 Zoeller Dr, Austin, TX 78747","$454,999 ",4,3,"2,278"
"Austin, TX","1821 Westlake Dr APT 124, Austin, TX 78746","$965,900 ",2,2,"1,838"
"Austin, TX","1400 Choquette Dr, Austin, TX 78757","$1,850,000 ",5,5,"3,168"
"Austin, TX","1403 Springdale Rd, Austin, TX 78721","$529,000 ",3,3,"1,664"
"Austin, TX","2303 McCullough St, Austin, TX 78703","$1,890,000 ",4,4,"2,688"
"Austin, TX","7725 Woodrow Ave, Austin, TX 78757","$595,000 ",3,2,"1,631"
"Austin, TX","6712 Canal St, Austin, TX 78741","$450,000 ",3,2,"1,160"
"Austin, TX","8005 Caribou Parke Cv, Austin, TX 78726","$599,000 ",4,3,"2,750"
"Austin, TX","8701 Crest Ridge Cir, Austin, TX 78750","$674,900 ",4,3,"2,460"
"Austin, TX","1502 North St UNIT A, Austin, TX 78756","$599,990 ",3,3,"1,535"
"Austin, TX","1308 W Saint Johns Ave #1, Austin, TX 78757","$899,000 ",4,3,"1,960"
"Austin, TX","6903 Deatonhill Dr APT 15, Austin, TX 78745","$159,900 ",,1,476
"Austin, TX","3010 Webberville Rd #2, Austin, TX 78702","$599,900 ",2,3,"1,016"
"Austin, TX","7503 Hill Meadow Cir, Austin, TX 78736","$525,000 ",3,2,"1,594"
"Austin, TX","6718 Silvermine Dr APT 404, Austin, TX 78736","$275,000 ",2,2,"1,072"
"Austin, TX","3400 Clarksburg Dr, Austin, TX 78745","$495,000 ",3,2,"1,503"
"Austin, TX","3705 Lagood Dr, Austin, TX 78730","$1,500,000 ",4,5,"3,900"
"Austin, TX","2008 E 17th Rd, Austin, TX 78702","$1,350,000 ",4,4,"3,034"
"Austin, TX","1402 Meander Dr #B, Austin, TX 78721","$499,900 ",2,3,"1,242"
"Austin, TX","1710 E 14th St #B, Austin, TX 78702","$850,000 ",3,3,"1,869"
"Austin, TX","10221 Fossmoor St, Austin, TX 78717","$1,329,000 ",4,4,"4,309"
"Austin, TX","2903 E 14th St #2, Austin, TX 78702","$445,000 ",1,1,550
