Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,Latitude,Longitude
20225014414,ASSAULT WITH INJURY,900,N,05/23/2022 06:37:00 AM,05/23/2022,637,05/23/2022 02:28:00 PM,05/23/2022,1428,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,2203 W 35TH ST,78703,10,BA,7,341,16,N,08/08/2022,,,30.30910317,-97.75990953
20221430945,ASSAULT WITH INJURY,900,N,05/23/2022 04:25:00 PM,05/23/2022,1625,05/23/2022 04:25:00 PM,05/23/2022,1625,SHOPPING MALL,6406 N IH 35 SVRD SB,78752,4,ID,8,279,15,N,06/24/2022,,,30.32535265,-97.70757653
20221430663,ASSAULT WITH INJURY,900,N,05/23/2022 01:00:00 AM,05/23/2022,100,05/23/2022 01:58:00 PM,05/23/2022,1358,RESIDENCE / HOME,2908 SWEENEY LN,78723,1,ID,4,298,21,N,05/25/2022,,,30.30606909,-97.67829872
20221430787,ASSAULT WITH INJURY,900,N,05/23/2022 01:58:00 PM,05/23/2022,1358,05/23/2022 01:58:00 PM,05/23/2022,1358,RESIDENCE / HOME,11208 LOS ARBOLES CIR,78617,2,HE,7,612,24.52,N,05/24/2022,,,30.17501824,-97.62753453
20221431060,ASSAULT WITH INJURY,900,N,05/21/2022 07:15:00 PM,05/21/2022,1915,05/23/2022 05:19:00 PM,05/23/2022,1719,RESIDENCE / HOME,1900 ONION CREEK PKWY,78748,5,FR,2,602,24,N,05/24/2022,,,30.1380168,-97.80000773
2.02E+11,ASSAULT WITH INJURY,900,N,05/23/2022 05:17:00 AM,05/23/2022,517,05/23/2022 06:30:00 AM,05/23/2022,630,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,500 E 7TH ST,78701,9,GE,2,382,11,N,05/23/2022,,,30.2679761,-97.73761583
20221440764,ASSAULT WITH INJURY,900,N,05/24/2022 09:30:00 AM,05/24/2022,930,05/24/2022 05:18:00 PM,05/24/2022,1718,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1305 E WELLS BRANCH PKWY,78660,,88,88,639,446,,,,,30.42723529,-97.63167332
20221441352,ASSAULT WITH INJURY,900,N,05/24/2022 09:42:00 PM,05/24/2022,2142,05/24/2022 09:42:00 PM,05/24/2022,2142,RESIDENCE / HOME,5900 CHARLES MERLE DR,78747,2,FR,7,600,24.4,N,07/12/2022,,,30.15657417,-97.75435266
20221440512,ASSAULT WITH INJURY,900,N,05/22/2022 01:00:00 AM,05/22/2022,100,05/24/2022 10:57:00 AM,05/24/2022,1057,BAR / NIGHTCLUB,7601 N LAMAR BLVD NB,78752,4,ID,8,264,400,N,06/14/2022,,,30.34404401,-97.71402502
20221440423,ASSAULT WITH INJURY,900,N,05/24/2022 10:18:00 AM,05/24/2022,1018,05/24/2022 10:18:00 AM,05/24/2022,1018,HOTEL / MOTEL / ETC.,6401 W US 290 HWY,78749,8,DA,6,77,320,N,05/25/2022,,,30.23407293,-97.86107895
20221451680,ASSAULT WITH INJURY,900,N,05/25/2022 10:00:00 PM,05/25/2022,2200,05/25/2022 10:28:00 PM,05/25/2022,2228,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,EAST DR / W 30TH ST,78705,9,BA,1,346,5,N,05/31/2022,,,30.29538827,-97.73976594
20221451034,ASSAULT WITH INJURY,900,N,05/25/2022 02:56:00 PM,05/25/2022,1456,05/25/2022 02:56:00 PM,05/25/2022,1456,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1300 DALE DR,78757,7,ID,7,248,405,N,06/01/2022,,,30.35191742,-97.71735038
20221450069,ASSAULT WITH INJURY,900,N,05/25/2022 01:17:00 AM,05/25/2022,117,05/25/2022 01:17:00 AM,05/25/2022,117,RESIDENCE / HOME,7131 WOOD HOLLOW DR,78731,10,BA,8,256,323,N,06/02/2022,,,30.35544891,-97.75155327
20221460798,ASSAULT WITH INJURY,900,N,05/26/2022 01:41:00 PM,05/26/2022,1341,05/26/2022 01:41:00 PM,05/26/2022,1341,RESIDENCE / HOME,4606 CONNELLY ST,78751,9,BA,5,321,3,N,06/02/2022,,,30.30491236,-97.71472259
20225014877,ASSAULT WITH INJURY,900,N,05/26/2022 03:25:00 PM,05/26/2022,1525,05/26/2022 03:30:00 PM,05/26/2022,1530,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,NECHES ST / E 5TH ST,78701,9,GE,2,382,11,N,05/30/2022,,,30.26584235,-97.73859205
20221461363,ASSAULT WITH INJURY,900,N,05/26/2022 08:52:00 PM,05/26/2022,2052,05/26/2022 08:52:00 PM,05/26/2022,2052,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7604 WOODSTONE CV,78749,8,DA,7,86,334,N,06/03/2022,,,30.20651495,-97.83639572
20221460975,ASSAULT WITH INJURY,900,N,05/26/2022 05:41:00 PM,05/26/2022,1741,05/26/2022 05:41:00 PM,05/26/2022,1741,RESIDENCE / HOME,7227 E US 290 HWY SVRD EB,78723,1,ID,3,294,21.12,N,06/24/2022,,,30.32238174,-97.68082997
20221460445,ASSAULT WITH INJURY,900,N,05/26/2022 08:18:00 AM,05/26/2022,818,05/26/2022 10:15:00 AM,05/26/2022,1015,RESIDENCE / HOME,6103 MANOR RD,78723,1,ID,4,298,21,N,06/28/2022,,,30.30755468,-97.67805181
20221470032,ASSAULT WITH INJURY,900,N,05/27/2022 12:47:00 AM,05/27/2022,47,05/27/2022 12:47:00 AM,05/27/2022,47,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2112 CEDAR BEND DR,78758,7,AD,3,203,422,N,06/08/2022,,,30.4108107,-97.69985428
20221470027,ASSAULT WITH INJURY,900,N,05/26/2022 11:30:00 PM,05/26/2022,2330,05/27/2022 12:18:00 AM,05/27/2022,18,RESIDENCE / HOME,5800 TECHNI CENTER DR,78721,1,CH,5,397,21.1,N,05/31/2022,,,30.27877743,-97.67195099
20221471590,ASSAULT WITH INJURY,900,N,05/27/2022 09:32:00 PM,05/27/2022,2132,05/27/2022 11:04:00 PM,05/27/2022,2304,OTHER / UNKNOWN,820 W HOWARD LN,78660,7,ED,6,206,442,N,06/08/2022,,,30.42239589,-97.66393908
20221470886,ASSAULT WITH INJURY,900,N,05/27/2022 02:04:00 PM,05/27/2022,1404,05/27/2022 02:04:00 PM,05/27/2022,1404,COMMERCIAL / OFFICE BUILDING,704 E WILLIAM CANNON DR,78745,2,FR,4,515,24.43,N,05/30/2022,,,30.19154543,-97.77221889
20221471087,ASSAULT WITH INJURY,900,N,05/27/2022 04:12:00 PM,05/27/2022,1612,05/27/2022 04:12:00 PM,05/27/2022,1612,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,1201 W 38TH ST,78705,10,BA,3,344,2,N,05/29/2022,,,30.30490831,-97.74539945
20221471101,ASSAULT WITH INJURY,900,N,05/27/2022 05:13:00 PM,05/27/2022,1713,05/27/2022 05:13:00 PM,05/27/2022,1713,SERVICE/ GAS STATION,501 W WELLS BRANCH PKWY,78660,7,ED,6,174,442,N,06/27/2022,,,30.43295031,-97.65382958
20221480164,ASSAULT WITH INJURY,900,N,05/28/2022 02:27:00 AM,05/28/2022,227,05/28/2022 02:27:00 AM,05/28/2022,227,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 5TH ST / NECHES ST,78701,9,GE,2,382,11,N,06/02/2022,,,30.26584235,-97.73859205
20221481507,ASSAULT WITH INJURY,900,N,05/28/2022 10:17:00 PM,05/28/2022,2217,05/28/2022 10:17:00 PM,05/28/2022,2217,BAR / NIGHTCLUB,13201 POND SPRINGS RD,78729,6,AD,4,162,204,N,06/28/2022,,,30.4457251,-97.7781577
20221481339,ASSAULT WITH INJURY,900,N,05/28/2022 08:30:00 PM,05/28/2022,2030,05/28/2022 09:26:00 PM,05/28/2022,2126,BAR / NIGHTCLUB,601 RIO GRANDE ST,78701,9,GE,1,373,11,N,06/17/2022,,,30.27009014,-97.74927009
20221471741,ASSAULT WITH INJURY,900,N,05/28/2022 02:22:00 AM,05/28/2022,222,05/28/2022 02:22:00 AM,05/28/2022,222,SERVICE/ GAS STATION,6413 MANOR RD,78723,1,ID,4,298,21,C,05/30/2022,,,30.30825459,-97.67108733
20221481161,ASSAULT WITH INJURY,900,N,05/28/2022 06:31:00 PM,05/28/2022,1831,05/28/2022 06:31:00 PM,05/28/2022,1831,FIELD / WOODS,425 S PLEASANT VALLEY RD,78741,3,HE,3,442,23.26,N,05/30/2022,,,30.24760623,-97.71352377
20221490470,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,05/28/2022 04:00:00 PM,05/28/2022,1600,05/29/2022 08:05:00 AM,05/29/2022,805,RESIDENCE / HOME,8220 RESEARCH BLVD SVRD SB,78757,7,ID,7,248,405,C,06/09/2022,,,30.35482806,-97.71698285
20221491158,ASSAULT WITH INJURY,900,N,05/29/2022 05:54:00 PM,05/29/2022,1754,05/29/2022 06:46:00 PM,05/29/2022,1846,RESIDENCE / HOME,1701 S HEATHERWILDE BLVD,78660,7,ED,6,174,443,N,06/15/2022,,,30.43089087,-97.65530875
20221490359,ASSAULT WITH INJURY,900,N,05/29/2022 07:05:00 AM,05/29/2022,705,05/29/2022 07:05:00 AM,05/29/2022,705,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,717 E 8TH ST,78701,1,CH,2,411,9,N,05/31/2022,,,30.26764736,-97.73428823
20221490678,ASSAULT WITH INJURY,900,N,05/29/2022 11:37:00 AM,05/29/2022,1137,05/29/2022 11:37:00 AM,05/29/2022,1137,PARK / PLAYGROUND,900 BLOCK W CESAR CHAVEZ ST,78703,9,GE,1,403,12,N,05/31/2022,,,30.26654424,-97.75442188
20221490127,ASSAULT WITH INJURY,900,N,05/29/2022 01:40:00 AM,05/29/2022,140,05/29/2022 03:10:00 AM,05/29/2022,310,RESIDENCE / HOME,1319 MC KIE DR,78752,4,ID,1,265,433,N,06/14/2022,,,30.32925327,-97.69127198
20221491458,ASSAULT WITH INJURY,900,N,05/29/2022 09:25:00 PM,05/29/2022,2125,05/29/2022 10:03:00 PM,05/29/2022,2203,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,615 CONGRESS AVE,78701,9,GE,2,381,11,C,05/30/2022,,,30.26852062,-97.7422336
20221500816,ASSAULT WITH INJURY,900,N,05/30/2022 02:54:00 PM,05/30/2022,1454,05/30/2022 02:54:00 PM,05/30/2022,1454,SERVICE/ GAS STATION,8900 N LAMAR BLVD,78758,4,ED,1,237,406,N,06/16/2022,,,30.3582867,-97.70038767
20221500427,ASSAULT WITH INJURY,900,N,05/30/2022 09:25:00 AM,05/30/2022,925,05/30/2022 09:25:00 AM,05/30/2022,925,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,500 BLOCK E 6TH ST,78701,9,GE,2,382,11,N,05/31/2022,,,30.26704861,-97.73799247
20221501452,ASSAULT WITH INJURY,900,N,05/30/2022 11:26:00 PM,05/30/2022,2326,05/30/2022 11:26:00 PM,05/30/2022,2326,PARKING /DROP LOT/ GARAGE,6301 BERKMAN DR,78723,1,ID,3,294,21.12,N,05/31/2022,,,30.31655799,-97.69076047
20221500350,ASSAULT WITH INJURY,900,N,05/30/2022 07:31:00 AM,05/30/2022,731,05/30/2022 08:42:00 AM,05/30/2022,842,RESIDENCE / HOME,12021 METRIC BLVD,78758,7,ED,4,2211,418,N,06/13/2022,,,30.40223379,-97.70073268
20221500825,ASSAULT WITH INJURY,900,N,05/30/2022 03:37:00 PM,05/30/2022,1537,05/30/2022 03:37:00 PM,05/30/2022,1537,PARKING /DROP LOT/ GARAGE,2209 MORELOS ST,78702,3,CH,2,422,9,,,,,30.26167366,-97.71658919
20221500573,ASSAULT WITH INJURY,900,N,05/30/2022 12:42:00 PM,05/30/2022,1242,05/30/2022 12:42:00 PM,05/30/2022,1242,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1500 BLOCK BARTON SPRINGS RD,78704,5,DA,1,437,13,N,06/03/2022,,,30.26184191,-97.76006667
20221501408,ASSAULT WITH INJURY,900,N,05/30/2022 10:35:00 PM,05/30/2022,2235,05/30/2022 10:45:00 PM,05/30/2022,2245,BAR / NIGHTCLUB,301 WEST AVE,78701,9,GE,1,403,12,N,06/30/2022,,,30.26775294,-97.75093592
20221491583,ASSAULT WITH INJURY,900,N,05/30/2022 12:00:00 AM,05/30/2022,0,05/30/2022 12:00:00 AM,05/30/2022,0,RESIDENCE / HOME,7700 N CAPITAL OF TEXAS HWY SB,78750,10,AD,7,213,305,N,06/10/2022,,,30.37665326,-97.78119959
20225015243,ASSAULT WITH INJURY,900,N,05/29/2022 02:00:00 AM,05/29/2022,200,05/30/2022 07:07:00 PM,05/30/2022,1907,PARKING /DROP LOT/ GARAGE,710 TRINITY ST,78701,9,GE,2,381,11,N,06/07/2022,,,30.268777,-97.73900113
20221511335,ASSAULT WITH INJURY,900,N,05/31/2022 07:40:00 PM,05/31/2022,1940,05/31/2022 07:40:00 PM,05/31/2022,1940,RESIDENCE / HOME,606 W 17TH ST,78701,9,BA,2,375,7,N,06/23/2022,,,30.28079071,-97.74499712
20221511454,ASSAULT WITH INJURY,900,N,05/31/2022 09:00:00 PM,05/31/2022,2100,05/31/2022 09:00:00 PM,05/31/2022,2100,PARK / PLAYGROUND,3811 E 12TH ST,78721,1,CH,4,424,21,N,06/03/2022,,,30.27677066,-97.69033811
20221511348,ASSAULT WITH INJURY,900,N,05/31/2022 07:49:00 PM,05/31/2022,1949,05/31/2022 09:27:00 PM,05/31/2022,2127,HOTEL / MOTEL / ETC.,100 E CESAR CHAVEZ ST,78701,9,GE,3,406,11,N,06/23/2022,,,30.26342841,-97.74448039
20221510290,ASSAULT WITH INJURY,900,N,05/31/2022 07:38:00 AM,05/31/2022,738,05/31/2022 07:38:00 AM,05/31/2022,738,RESIDENCE / HOME,12506 WETHERSBY WAY,78753,7,ED,6,206,440,N,06/06/2022,,,30.39698496,-97.6591854
20221510595,ASSAULT WITH INJURY,900,N,05/31/2022 02:27:00 PM,05/31/2022,1427,05/31/2022 02:27:00 PM,05/31/2022,1427,HOTEL / MOTEL / ETC.,2700 GRACY FARMS LN,78758,7,AD,2,202,453,N,06/14/2022,,,30.4067171,-97.71296949
20221511266,ASSAULT WITH INJURY,900,N,05/31/2022 07:41:00 PM,05/31/2022,1941,05/31/2022 07:41:00 PM,05/31/2022,1941,RESIDENCE / HOME,2405 DEVONSHIRE DR,78723,1,ID,4,297,21.12,N,06/23/2022,,,30.31092942,-97.6827044
20221511442,ASSAULT WITH INJURY,900,N,05/31/2022 08:52:00 PM,05/31/2022,2052,05/31/2022 08:52:00 PM,05/31/2022,2052,PARK / PLAYGROUND,2608 GONZALES ST,78702,3,CH,2,422,9,N,06/01/2022,,,30.26149352,-97.71208238
20221511262,ASSAULT WITH INJURY,900,N,05/31/2022 07:35:00 PM,05/31/2022,1935,05/31/2022 07:35:00 PM,05/31/2022,1935,SERVICE/ GAS STATION,201 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,491,20,N,06/01/2022,,,30.22250974,-97.76487063
20221521376,ASSAULT WITH INJURY,900,N,06/01/2022 08:56:00 PM,06/01/2022,2056,06/01/2022 08:56:00 PM,06/01/2022,2056,RESIDENCE / HOME,3200 S LAMAR BLVD,78704,5,DA,4,465,19.22,C,08/04/2022,,,30.24196932,-97.78530703
20221521446,ASSAULT WITH INJURY,900,N,06/01/2022 10:27:00 PM,06/01/2022,2227,06/01/2022 10:27:00 PM,06/01/2022,2227,PARK / PLAYGROUND,1900 BARTON SPRINGS RD,78704,5,DA,1,437,13,N,06/03/2022,,,30.26438022,-97.76402921
20221510890,ASSAULT WITH INJURY,900,N,06/01/2022 01:19:00 AM,06/01/2022,119,06/01/2022 01:19:00 AM,06/01/2022,119,RESIDENCE / HOME,4801 PEACH GROVE CT,78744,2,FR,6,496,24.47,N,06/01/2022,,,30.19584415,-97.73129645
20221521157,ASSAULT WITH INJURY,900,N,06/01/2022 06:11:00 PM,06/01/2022,1811,06/01/2022 06:11:00 PM,06/01/2022,1811,RESIDENCE / HOME,321 MIDDLE GROUND CV,78748,5,FR,2,602,24,C,06/06/2022,,,30.14627548,-97.81224356
20221520908,ASSAULT WITH INJURY,900,N,06/01/2022 03:07:00 PM,06/01/2022,1507,06/01/2022 04:25:00 PM,06/01/2022,1625,RESIDENCE / HOME,321 MIDDLE GROUND CV,78748,5,FR,2,602,24,N,06/09/2022,,,30.14627548,-97.81224356
20221530153,ASSAULT WITH INJURY,900,N,06/02/2022 04:06:00 AM,06/02/2022,406,06/02/2022 04:06:00 AM,06/02/2022,406,RESIDENCE / HOME,1806 CLUBVIEW AVE,78741,3,HE,3,443,23.25,N,06/02/2022,,,30.2271802,-97.70590961
20221530463,ASSAULT WITH INJURY,900,N,06/02/2022 09:48:00 AM,06/02/2022,948,06/02/2022 09:48:00 AM,06/02/2022,948,RESIDENCE / HOME,1106 REINLI ST,78723,4,ID,5,292,21,N,06/08/2022,,,30.31722663,-97.70240838
20221530912,ASSAULT WITH INJURY,900,N,06/02/2022 03:56:00 PM,06/02/2022,1556,06/02/2022 03:56:00 PM,06/02/2022,1556,HOTEL / MOTEL / ETC.,301 E 5TH ST,78701,9,GE,2,381,11,N,06/06/2022,,,30.26613583,-97.7405898
20221530293,ASSAULT WITH INJURY,900,N,06/02/2022 07:35:00 AM,06/02/2022,735,06/02/2022 07:35:00 AM,06/02/2022,735,PARKING /DROP LOT/ GARAGE,8732 N LAMAR BLVD,78758,4,ED,2,249,401,N,06/06/2022,,,30.35642398,-97.70196081
20221530689,ASSAULT WITH INJURY,900,N,06/02/2022 12:45:00 PM,06/02/2022,1245,06/02/2022 12:45:00 PM,06/02/2022,1245,PARK / PLAYGROUND,1201 E RUNDBERG LN,78753,4,ED,3,251,403,,,,,30.35382195,-97.68165573
20221530508,ASSAULT WITH INJURY,900,N,06/02/2022 10:20:00 AM,06/02/2022,1020,06/02/2022 10:26:00 AM,06/02/2022,1026,PARKING /DROP LOT/ GARAGE,8207 SAM RAYBURN DR,78753,4,ED,1,250,432,N,06/28/2022,,,30.34654094,-97.69950324
20221530940,ASSAULT WITH INJURY,900,N,06/02/2022 04:15:00 PM,06/02/2022,1615,06/02/2022 05:33:00 PM,06/02/2022,1733,CAMP / CAMPGROUND,1900 BLOCK E WILLIAM CANNON DR,78744,2,FR,8,516,24.19,N,06/03/2022,,,30.18818985,-97.76397206
20221531041,ASSAULT WITH INJURY,900,N,06/02/2022 06:11:00 PM,06/02/2022,1811,06/02/2022 06:11:00 PM,06/02/2022,1811,RESTAURANT,2110 W SLAUGHTER LN,78748,5,FR,1,535,318,C,06/02/2022,,,30.17542488,-97.82564841
20221531491,ASSAULT WITH INJURY,900,N,06/02/2022 10:57:00 PM,06/02/2022,2257,06/02/2022 10:57:00 PM,06/02/2022,2257,PARKING /DROP LOT/ GARAGE,10000 N LAMAR BLVD,78758,4,ED,1,239,409,N,06/06/2022,,,30.36926216,-97.69510501
20221531221,ASSAULT WITH INJURY,900,N,06/02/2022 07:20:00 PM,06/02/2022,1920,06/02/2022 07:29:00 PM,06/02/2022,1929,RESIDENCE / HOME,1430 FRONTIER VALLEY DR,78741,3,HE,5,444,23.21,N,06/21/2022,,,30.22646107,-97.69380835
20221531048,ASSAULT WITH INJURY,900,N,06/01/2022 03:00:00 PM,06/01/2022,1500,06/02/2022 06:11:00 PM,06/02/2022,1811,PARK / PLAYGROUND,2201 BARTON SPRINGS RD,78746,5,DA,1,450,19.23,N,06/03/2022,,,30.26366923,-97.7711009
20221530587,ASSAULT WITH INJURY,900,N,06/01/2022 12:00:00 PM,06/01/2022,1200,06/02/2022 12:46:00 PM,06/02/2022,1246,RESIDENCE / HOME,11900 HOBBY HORSE CT,78758,7,AD,2,202,453,N,06/07/2022,,,30.40485376,-97.71371186
20221531546,ASSAULT WITH INJURY,900,N,06/02/2022 11:43:00 PM,06/02/2022,2343,06/02/2022 11:43:00 PM,06/02/2022,2343,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,77 RAINEY ST,78701,9,GE,3,408,11,N,06/12/2022,,,30.25876324,-97.73846864
20221541439,ASSAULT WITH INJURY,900,N,06/03/2022 07:58:00 PM,06/03/2022,1958,06/03/2022 09:46:00 PM,06/03/2022,2146,RESIDENCE / HOME,6107 E RIVERSIDE DR,78741,3,HE,4,458,23.14,C,09/06/2022,,,30.22563082,-97.70573006
20221541679,ASSAULT WITH INJURY,900,N,06/03/2022 09:39:00 PM,06/03/2022,2139,06/03/2022 10:50:00 PM,06/03/2022,2250,CONVENIENCE STORE,213 E 6TH ST,78701,9,GE,2,381,11,N,06/06/2022,,,30.26727994,-97.74099633
20221540959,ASSAULT WITH INJURY,900,N,06/03/2022 02:52:00 PM,06/03/2022,1452,06/03/2022 02:52:00 PM,06/03/2022,1452,RESIDENCE / HOME,512 W STASSNEY LN,78745,3,DA,3,514,24.44,N,06/06/2022,,,30.20824917,-97.7801262
20221540698,ASSAULT WITH INJURY,900,N,06/03/2022 11:37:00 AM,06/03/2022,1137,06/03/2022 11:39:00 AM,06/03/2022,1139,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,W 8TH ST / LAVACA ST,78701,9,GE,1,378,11,N,06/07/2022,,,30.270574,-97.74449157
20221540975,ASSAULT WITH INJURY,900,N,06/03/2022 03:48:00 PM,06/03/2022,1548,06/03/2022 03:48:00 PM,06/03/2022,1548,RESIDENCE / HOME,2207 BITTER CREEK DR,78744,2,FR,8,530,24.41,N,06/06/2022,,,30.18409932,-97.76201359
20221541409,ASSAULT WITH INJURY,900,N,06/03/2022 08:58:00 PM,06/03/2022,2058,06/03/2022 08:58:00 PM,06/03/2022,2058,PARKING /DROP LOT/ GARAGE,300 CHICON ST,78702,3,CH,1,410,9,N,06/07/2022,,,30.25907945,-97.72397497
20221540330,ASSAULT WITH INJURY,900,N,06/03/2022 06:40:00 AM,06/03/2022,640,06/03/2022 06:40:00 AM,06/03/2022,640,GROCERY / SUPERMARKET,5808 BURNET RD,78756,7,BA,6,287,2,N,06/30/2022,,,30.33425255,-97.74108332
20221541063,ASSAULT WITH INJURY,900,N,06/03/2022 04:41:00 PM,06/03/2022,1641,06/03/2022 04:41:00 PM,06/03/2022,1641,RESIDENCE / HOME,4606 CONNELLY ST,78751,9,BA,5,321,3,C,06/03/2022,,,30.30491236,-97.71472259
20221541648,ASSAULT WITH INJURY,900,N,06/03/2022 10:33:00 PM,06/03/2022,2233,06/03/2022 10:33:00 PM,06/03/2022,2233,BAR / NIGHTCLUB,76 RAINEY ST,78701,9,GE,3,408,11,N,06/22/2022,,,30.2589174,-97.73901894
20221540349,ASSAULT WITH INJURY,900,N,06/03/2022 06:30:00 AM,06/03/2022,630,06/03/2022 07:05:00 AM,06/03/2022,705,RESIDENCE / HOME,3213 PLANTATION RD,78745,5,FR,1,98,310,N,07/19/2022,,,30.19863602,-97.83276194
20221541595,ASSAULT WITH INJURY,900,N,06/03/2022 10:41:00 PM,06/03/2022,2241,06/03/2022 10:41:00 PM,06/03/2022,2241,RESIDENCE / HOME,7501 BLUFF SPRINGS RD,78744,2,FR,8,530,24.3,N,06/09/2022,,,30.17648277,-97.7693703
20221550953,ASSAULT WITH INJURY,900,N,06/04/2022 03:39:00 PM,06/04/2022,1539,06/04/2022 03:39:00 PM,06/04/2022,1539,PARKING /DROP LOT/ GARAGE,1425 E RUNDBERG LN,78753,4,ED,3,251,403,N,06/29/2022,,,30.35060256,-97.6764038
20221551542,ASSAULT WITH INJURY,900,N,06/04/2022 09:48:00 PM,06/04/2022,2148,06/04/2022 09:48:00 PM,06/04/2022,2148,RESTAURANT,2015 E RIVERSIDE DR,78741,3,HE,2,457,23.16,C,06/05/2022,,,30.23964224,-97.72786734
20221550856,ASSAULT WITH INJURY,900,N,06/04/2022 02:00:00 PM,06/04/2022,1400,06/04/2022 02:00:00 PM,06/04/2022,1400,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,400 BLOCK GUADALUPE ST,78701,9,GE,1,373,11,N,06/07/2022,,,30.26765737,-97.74687962
20221550117,ASSAULT WITH INJURY,900,N,06/04/2022 01:00:00 AM,06/04/2022,100,06/04/2022 01:30:00 AM,06/04/2022,130,PARKING /DROP LOT/ GARAGE,1413 WEBBERVILLE RD,78721,1,CH,5,397,21.1,N,06/07/2022,,,30.27962621,-97.68171646
20221550254,ASSAULT WITH INJURY,900,N,06/04/2022 03:39:00 AM,06/04/2022,339,06/04/2022 03:39:00 AM,06/04/2022,339,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,615 RED RIVER ST,78701,9,GE,2,382,11,C,06/04/2022,,,30.26715137,-97.73668429
20221551578,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,06/04/2022 10:10:00 PM,06/04/2022,2210,06/05/2022 12:12:00 AM,06/05/2022,12,RESIDENCE / HOME,915 KEITH LN,78705,9,BA,1,348,4,C,06/06/2022,,,30.2912845,-97.72579188
20221560010,ASSAULT WITH INJURY,900,N,06/05/2022 12:21:00 AM,06/05/2022,21,06/05/2022 12:21:00 AM,06/05/2022,21,PARKING /DROP LOT/ GARAGE,SARA DR / MAP ST,78721,3,CH,5,397,21.11,N,06/07/2022,,,30.27181708,-97.69086348
20221560166,ASSAULT WITH INJURY,900,N,06/05/2022 01:56:00 AM,06/05/2022,156,06/05/2022 01:56:00 AM,06/05/2022,156,BAR / NIGHTCLUB,9515 N LAMAR BLVD,78753,4,ED,1,240,410,N,06/07/2022,,,30.36442773,-97.69460608
20221561541,ASSAULT WITH INJURY,900,N,06/05/2022 09:48:00 PM,06/05/2022,2148,06/05/2022 09:48:00 PM,06/05/2022,2148,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,823 CONGRESS AVE,78701,9,GE,1,379,11,N,07/05/2022,,,30.27058401,-97.74144944
20221560269,ASSAULT WITH INJURY,900,N,06/05/2022 04:23:00 AM,06/05/2022,423,06/05/2022 04:23:00 AM,06/05/2022,423,RESTAURANT,12304 DESSAU RD,78753,7,ED,6,206,439,N,06/17/2022,,,30.38809694,-97.64844862
20221560182,ASSAULT WITH INJURY,900,N,06/05/2022 12:22:00 AM,06/05/2022,22,06/05/2022 02:08:00 AM,06/05/2022,208,BAR / NIGHTCLUB,11416 N FM 620 RD,78726,6,AD,8,14,358,N,07/12/2022,,,30.45371304,-97.82844719
20221570911,ASSAULT WITH INJURY,900,N,06/06/2022 02:44:00 PM,06/06/2022,1444,06/06/2022 02:44:00 PM,06/06/2022,1444,RESIDENCE / HOME,1521 REAGAN HILL DR,78752,4,ID,2,266,402,N,07/06/2022,,,30.3257346,-97.68909195
20221570385,ASSAULT WITH INJURY,900,N,06/06/2022 07:51:00 AM,06/06/2022,751,06/06/2022 07:51:00 AM,06/06/2022,751,CONSTRUCTION SITE,215 BRAZOS ST,78701,9,GE,3,406,11,N,06/13/2022,,,30.26456529,-97.74248867
20221570943,ASSAULT WITH INJURY,900,N,06/06/2022 04:13:00 PM,06/06/2022,1613,06/06/2022 04:13:00 PM,06/06/2022,1613,SERVICE/ GAS STATION,4429 DUVAL ST,78751,9,BA,5,332,3,N,07/06/2022,,,30.30664376,-97.72436887
20221571405,ASSAULT WITH INJURY,900,N,06/06/2022 07:32:00 PM,06/06/2022,1932,06/06/2022 07:59:00 PM,06/06/2022,1959,DEPARTMENT / DISCOUNT STORE,4216 S CONGRESS AVE,78745,3,DA,3,491,20,N,07/19/2022,,,30.22077512,-97.76683277
