Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,Latitude,Longitude
20221290598,ASSAULT WITH INJURY,900,N,05/06/2022 12:00:00 PM,05/06/2022,1200,05/09/2022 12:15:00 PM,05/09/2022,1215,PARK / PLAYGROUND,2207 LOU NEFF RD,78746,8,DA,1,436,19.11,N,05/10/2022,,,30.26854396,-97.76744813
20221291499,ASSAULT WITH INJURY,900,N,05/09/2022 10:53:00 PM,05/09/2022,2253,05/09/2022 10:53:00 PM,05/09/2022,2253,CONVENIENCE STORE,1211 MONTOPOLIS DR,78741,3,HE,5,444,23.21,C,05/10/2022,,,30.23138999,-97.69916582
20221291075,ASSAULT WITH INJURY,900,N,05/09/2022 06:04:00 PM,05/09/2022,1804,05/09/2022 06:04:00 PM,05/09/2022,1804,PARKING /DROP LOT/ GARAGE,11104 N LAMAR BLVD,78758,4,ED,4,2213,419,N,05/25/2022,,,30.38051733,-97.6875231
20221290809,ASSAULT WITH INJURY,900,N,05/09/2022 06:30:00 AM,05/09/2022,630,05/09/2022 02:25:00 PM,05/09/2022,1425,PARKING /DROP LOT/ GARAGE,2525 SOUTH LAKESHORE BLVD,78741,3,HE,2,441,23,N,05/12/2022,,,30.24250922,-97.71820453
20221290009,ASSAULT WITH INJURY,900,N,05/09/2022 01:28:00 AM,05/09/2022,128,05/09/2022 01:28:00 AM,05/09/2022,128,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,11500 ROCK ROSE AVE,78758,7,AD,2,201,454,C,05/09/2022,,,30.40120965,-97.72289492
20221301078,ASSAULT WITH INJURY,900,N,05/10/2022 04:22:00 PM,05/10/2022,1622,05/10/2022 04:52:00 PM,05/10/2022,1652,COMMERCIAL / OFFICE BUILDING,1165 AIRPORT BLVD,78721,1,CH,4,424,21,N,05/11/2022,,,30.27463258,-97.69816647
20221301361,ASSAULT WITH INJURY,900,N,04/23/2022 10:30:00 PM,04/23/2022,2230,05/10/2022 08:06:00 PM,05/10/2022,2006,AIR / BUS / TRAIN TERMINAL,9202 NORTHGATE BLVD,78758,4,ED,2,235,407,N,05/11/2022,,,30.37174972,-97.71583862
20221300152,ASSAULT WITH INJURY,900,N,05/10/2022 03:09:00 AM,05/10/2022,309,05/10/2022 03:09:00 AM,05/10/2022,309,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,600 BLOCK E 6TH ST,78701,9,GE,2,382,11,C,05/10/2022,,,30.26658149,-97.73692775
20221300739,ASSAULT WITH INJURY,900,N,05/10/2022 01:23:00 PM,05/10/2022,1323,05/10/2022 01:23:00 PM,05/10/2022,1323,AIR / BUS / TRAIN TERMINAL,7203 CAMERON RD,78752,4,ID,2,266,402,N,06/06/2022,,,30.32610268,-97.69213819
20221301280,ASSAULT WITH INJURY,900,N,05/10/2022 07:18:00 PM,05/10/2022,1918,05/10/2022 07:18:00 PM,05/10/2022,1918,JAIL / PRISON/PENITENTIARY/CORRECTIONS FACILITY,3154 E SH 71 SVRD EB,78617,2,HE,8,431,23.19,N,05/13/2022,,,30.20228012,-97.64254616
20221300707,ASSAULT WITH INJURY,900,N,05/10/2022 12:25:00 PM,05/10/2022,1225,05/10/2022 12:28:00 PM,05/10/2022,1228,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E CESAR CHAVEZ ST / BRAZOS ST,78701,9,GE,3,406,11,N,05/11/2022,,,30.26302871,-97.7432111
20221301111,ASSAULT WITH INJURY,900,N,05/10/2022 06:36:00 PM,05/10/2022,1836,05/10/2022 06:36:00 PM,05/10/2022,1836,PARKING /DROP LOT/ GARAGE,13689 N US 183 HWY SVRD NB,78729,6,AD,5,163,204,N,05/25/2022,,,30.45691808,-97.79030254
20221301406,ASSAULT WITH INJURY,900,N,05/10/2022 08:30:00 PM,05/10/2022,2030,05/10/2022 08:30:00 PM,05/10/2022,2030,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,3132 E SH 71 SVRD EB,78617,2,HE,8,431,23.19,N,05/12/2022,,,30.20352997,-97.642733
20221300375,ASSAULT WITH INJURY,900,N,05/10/2022 10:09:00 AM,05/10/2022,1009,05/10/2022 10:09:00 AM,05/10/2022,1009,AIR / BUS / TRAIN TERMINAL,5700 BERKMAN DR,78723,4,ID,5,293,21,N,06/06/2022,,,30.3115204,-97.69415083
20221310679,ASSAULT WITH INJURY,900,N,05/11/2022 11:50:00 AM,05/11/2022,1150,05/11/2022 12:33:00 PM,05/11/2022,1233,PARKING /DROP LOT/ GARAGE,100 W NORTH LOOP BLVD,78751,9,ID,6,653,3,N,06/15/2022,,,30.31793138,-97.72221547
20221311524,ASSAULT WITH INJURY,900,N,05/11/2022 09:57:00 PM,05/11/2022,2157,05/11/2022 11:04:00 PM,05/11/2022,2304,RESIDENCE / HOME,10804 TOPPERWEIN DR,78758,4,ED,2,219,408,N,06/28/2022,,,30.3856763,-97.70622253
20221311388,ASSAULT WITH INJURY,900,N,05/11/2022 08:22:00 PM,05/11/2022,2022,05/11/2022 09:18:00 PM,05/11/2022,2118,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,5002 CAPE VERDE CV,78744,2,FR,5,518,24.13,N,05/12/2022,,,30.19329479,-97.74066071
20221310064,ASSAULT WITH INJURY,900,N,05/11/2022 12:57:00 AM,05/11/2022,57,05/11/2022 12:57:00 AM,05/11/2022,57,RESIDENCE / HOME,2007 WEST LOOP,78758,4,ED,2,235,407,C,05/11/2022,,,30.37260442,-97.71917772
20221311285,ASSAULT WITH INJURY,900,N,05/11/2022 07:23:00 PM,05/11/2022,1923,05/11/2022 08:20:00 PM,05/11/2022,2020,PARK / PLAYGROUND,6309 BURNS ST,78752,4,ID,6,278,15,N,06/15/2022,,,30.33080078,-97.72102379
20221311481,ASSAULT WITH INJURY,900,N,05/11/2022 10:29:00 PM,05/11/2022,2229,05/11/2022 10:29:00 PM,05/11/2022,2229,RESIDENCE / HOME,11313 JAMES HALLER DR,78748,5,FR,1,105,332,N,05/17/2022,,,30.15252823,-97.82743869
20225013285,ASSAULT WITH INJURY,900,N,04/20/2022 05:30:00 PM,04/20/2022,1730,05/12/2022 06:32:00 PM,05/12/2022,1832,RESIDENCE / HOME,12414 FITZHUGH RD,78736,,88,88,25,366,,,,,30.23509038,-97.98411301
20221320966,ASSAULT WITH INJURY,900,N,05/12/2022 02:47:00 PM,05/12/2022,1447,05/12/2022 02:47:00 PM,05/12/2022,1447,RESIDENCE / HOME,6207 HOMESTEAD TRL,78735,8,DA,6,61,19.2,N,05/17/2022,,,30.24703077,-97.88161317
20221321427,ASSAULT WITH INJURY,900,N,05/12/2022 09:45:00 PM,05/12/2022,2145,05/12/2022 09:45:00 PM,05/12/2022,2145,DEPARTMENT / DISCOUNT STORE,4501 W BRAKER LN,78759,7,AD,1,215,324,N,05/26/2022,,,30.39958598,-97.74361318
20221321709,ASSAULT WITH INJURY,900,N,05/12/2022 11:38:00 PM,05/12/2022,2338,05/12/2022 11:38:00 PM,05/12/2022,2338,CONVENIENCE STORE,3848 AIRPORT BLVD,78722,9,CH,3,333,3,N,05/13/2022,,,30.28946836,-97.70783014
20221321547,ASSAULT WITH INJURY,900,N,05/12/2022 08:36:00 PM,05/12/2022,2036,05/12/2022 09:36:00 PM,05/12/2022,2136,PARK / PLAYGROUND,905 BEDFORD ST,78702,1,CH,2,416,8,N,05/25/2022,,,30.27175224,-97.70751029
20221320626,ASSAULT WITH INJURY,900,N,05/11/2022 08:00:00 PM,05/11/2022,2000,05/12/2022 10:37:00 AM,05/12/2022,1037,GOVERNMENT / PUBLIC BUILDING,3154 E SH 71 SVRD EB,78617,2,HE,8,431,23.19,N,05/12/2022,,,30.20228012,-97.64254616
20221320055,ASSAULT WITH INJURY,900,N,05/12/2022 12:42:00 AM,05/12/2022,42,05/12/2022 12:42:00 AM,05/12/2022,42,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2101 E BEN WHITE BLVD SVRD EB,78744,2,FR,6,494,24.11,N,05/12/2022,,,30.21529713,-97.74336678
20221320551,ASSAULT WITH INJURY,900,N,05/12/2022 09:37:00 AM,05/12/2022,937,05/12/2022 09:37:00 AM,05/12/2022,937,OTHER / UNKNOWN,7806 CLOCK TOWER DR,78753,4,ID,2,252,403,N,05/19/2022,,,30.33772526,-97.69545377
20221331210,ASSAULT WITH INJURY,900,N,05/13/2022 06:06:00 PM,05/13/2022,1806,05/13/2022 06:06:00 PM,05/13/2022,1806,SCHOOL - ELEMENTARY / SECONDARY,400 COOPER DR,78753,4,ED,1,250,431,N,05/26/2022,,,30.3605925,-97.69588449
20221330231,ASSAULT WITH INJURY,900,N,05/13/2022 01:00:00 AM,05/13/2022,100,05/13/2022 02:00:00 AM,05/13/2022,200,RESIDENCE / HOME,3500 GREYSTONE DR,78731,10,BA,8,256,323,N,06/15/2022,,,30.35836724,-97.74937881
20221321734,ASSAULT WITH INJURY,900,N,05/12/2022 11:37:00 PM,05/12/2022,2337,05/13/2022 02:18:00 AM,05/13/2022,218,RESIDENCE / HOME,10500 SCHOOL HOUSE LN,78750,6,AD,6,827,204,N,05/31/2022,,,30.45513753,-97.80193696
20221331427,ASSAULT WITH INJURY,900,N,02/15/2022 12:01:00 AM,02/15/2022,1,05/13/2022 06:40:00 PM,05/13/2022,1840,RESIDENCE / HOME,12410 ALAMEDA TRACE CIR,78727,6,AD,3,183,342,N,06/03/2022,,,30.43258141,-97.74508481
20221330070,ASSAULT WITH INJURY,900,N,05/13/2022 12:59:00 AM,05/13/2022,59,05/13/2022 01:13:00 AM,05/13/2022,113,BAR / NIGHTCLUB,7601 N LAMAR BLVD SVRD NB,78752,4,ID,8,264,400,N,05/19/2022,,,30.34404868,-97.71479228
20221330513,ASSAULT WITH INJURY,900,N,05/13/2022 08:34:00 AM,05/13/2022,834,05/13/2022 08:34:00 AM,05/13/2022,834,SCHOOL - ELEMENTARY / SECONDARY,5816 WILCAB RD,78721,1,CH,5,397,21.1,N,06/16/2022,,,30.27375591,-97.67529621
20221330319,ASSAULT WITH INJURY,900,N,05/13/2022 05:45:00 AM,05/13/2022,545,05/13/2022 05:52:00 AM,05/13/2022,552,CONVENIENCE STORE,614 E KOENIG LN,78752,4,ID,6,278,15,N,06/02/2022,,,30.32101027,-97.71485953
20221331462,ASSAULT WITH INJURY,900,N,05/13/2022 07:00:00 PM,05/13/2022,1900,05/13/2022 08:39:00 PM,05/13/2022,2039,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,500 E 7TH ST,78701,9,GE,2,382,11,N,05/20/2022,,,30.2679761,-97.73761583
20221340026,ASSAULT W/INJURY-FAM/DATE VIOL,900,N,05/14/2022 12:19:00 AM,05/14/2022,19,05/14/2022 12:19:00 AM,05/14/2022,19,RESIDENCE / HOME,6504 SUNSTRIP DR,78745,2,FR,4,513,24.44,N,05/18/2022,,,30.19720689,-97.78303328
20221341514,ASSAULT WITH INJURY,900,N,05/14/2022 08:57:00 PM,05/14/2022,2057,05/14/2022 08:57:00 PM,05/14/2022,2057,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2501 WICKERSHAM LN,78741,3,HE,4,484,23.13,N,06/09/2022,,,30.22350129,-97.72533837
20221341147,ASSAULT WITH INJURY,900,N,05/14/2022 06:51:00 PM,05/14/2022,1851,05/14/2022 06:51:00 PM,05/14/2022,1851,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,QUAIL FIELD DR / W RUNDBERG LN,78758,4,ED,1,237,406,N,06/10/2022,,,30.36448104,-97.69987602
20221341491,ASSAULT WITH INJURY,900,N,05/14/2022 09:43:00 PM,05/14/2022,2143,05/14/2022 09:43:00 PM,05/14/2022,2143,RESTAURANT,1120 S LAMAR BLVD,78704,5,DA,1,451,13.1,N,05/16/2022,,,30.25579265,-97.76342768
20221340571,ASSAULT WITH INJURY,900,N,05/14/2022 09:30:00 AM,05/14/2022,930,05/14/2022 10:20:00 AM,05/14/2022,1020,RESIDENCE / HOME,4606 CONNELLY ST,78751,9,BA,5,321,3,N,05/27/2022,,,30.30491236,-97.71472259
20221341670,ASSAULT WITH INJURY,900,N,05/14/2022 10:30:00 PM,05/14/2022,2230,05/14/2022 10:30:00 PM,05/14/2022,2230,RESTAURANT,2316 GUADALUPE ST,78705,9,BA,1,359,6,N,05/24/2022,,,30.28686725,-97.74191857
20225013481,ASSAULT WITH INJURY,900,N,05/15/2022 05:00:00 AM,05/15/2022,500,05/15/2022 07:01:00 AM,05/15/2022,701,RESIDENCE / HOME,2900 CASTRO ST,78702,3,CH,2,422,9,N,05/18/2022,,,30.26249772,-97.70712831
20221350688,ASSAULT WITH INJURY,900,N,05/15/2022 11:00:00 AM,05/15/2022,1100,05/15/2022 11:00:00 AM,05/15/2022,1100,RESIDENCE / HOME,2333 CASCADES AVE,78747,5,FR,7,805,24.46,N,05/31/2022,,,30.13173226,-97.79375578
20221351686,ASSAULT WITH INJURY,900,N,05/15/2022 11:36:00 PM,05/15/2022,2336,05/15/2022 11:36:00 PM,05/15/2022,2336,SERVICE/ GAS STATION,400 S CONGRESS AVE,78704,9,DA,1,453,13.11,C,05/16/2022,,,30.25700763,-97.74726628
20221350167,ASSAULT WITH INJURY,900,N,05/15/2022 01:45:00 AM,05/15/2022,145,05/15/2022 01:45:00 AM,05/15/2022,145,BAR / NIGHTCLUB,9515 N LAMAR BLVD,78753,4,ED,1,240,410,N,05/26/2022,,,30.36442773,-97.69460608
20221351551,ASSAULT WITH INJURY,900,N,05/15/2022 09:56:00 PM,05/15/2022,2156,05/15/2022 09:56:00 PM,05/15/2022,2156,RESIDENCE / HOME,7408 CAMERON RD,78752,4,ID,1,265,433,N,05/31/2022,,,30.3298174,-97.69048608
20221350784,ASSAULT WITH INJURY,900,N,05/15/2022 12:20:00 PM,05/15/2022,1220,05/15/2022 12:20:00 PM,05/15/2022,1220,RESIDENCE / HOME,1103 FLANAGAN CV,78704,3,DA,2,472,13,N,05/31/2022,,,30.23939819,-97.76988867
20221350883,ASSAULT WITH INJURY,900,N,05/15/2022 01:55:00 PM,05/15/2022,1355,05/15/2022 01:55:00 PM,05/15/2022,1355,PARKING /DROP LOT/ GARAGE,710 E BEN WHITE BLVD SVRD WB,78704,3,DA,2,480,23.22,N,05/15/2022,,,30.2200027,-97.75439457
20221360409,ASSAULT WITH INJURY,900,N,05/01/2022 04:00:00 PM,05/01/2022,1600,05/16/2022 10:52:00 AM,05/16/2022,1052,COMMERCIAL / OFFICE BUILDING,7720 W SH 71,78735,8,DA,6,61,19.2,N,07/12/2022,,,30.24356875,-97.88264818
20221361205,ASSAULT WITH INJURY,900,N,05/16/2022 07:28:00 PM,05/16/2022,1928,05/16/2022 07:28:00 PM,05/16/2022,1928,PARKING /DROP LOT/ GARAGE,1800 BURTON DR,78741,3,HE,2,457,23.15,N,05/17/2022,,,30.23588722,-97.72890938
20221361255,ASSAULT WITH INJURY,900,N,05/16/2022 07:24:00 PM,05/16/2022,1924,05/16/2022 07:24:00 PM,05/16/2022,1924,PARKING /DROP LOT/ GARAGE,301 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,491,20,C,05/16/2022,,,30.22408685,-97.7667131
20221361138,ASSAULT WITH INJURY,900,N,05/15/2022 06:00:00 PM,05/15/2022,1800,05/16/2022 06:00:00 PM,05/16/2022,1800,PARK / PLAYGROUND,1201 W LIVE OAK ST,78704,9,DA,1,471,13.12,N,05/17/2022,,,30.24699775,-97.76620233
20221371055,ASSAULT WITH INJURY,900,N,05/17/2022 07:46:00 PM,05/17/2022,1946,05/17/2022 07:46:00 PM,05/17/2022,1946,RESIDENCE / HOME,1221 ALGARITA AVE,78704,9,HE,1,477,14,N,05/18/2022,,,30.23738859,-97.74150413
20221370417,ASSAULT WITH INJURY,900,N,05/17/2022 10:22:00 AM,05/17/2022,1022,05/17/2022 10:22:00 AM,05/17/2022,1022,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1631 E 2ND ST,78702,3,CH,1,410,9,N,06/07/2022,,,30.25891132,-97.72747091
20221370919,ASSAULT WITH INJURY,900,N,05/17/2022 06:55:00 PM,05/17/2022,1855,05/17/2022 06:55:00 PM,05/17/2022,1855,RESIDENCE / HOME,5800 TECHNI CENTER DR,78721,1,CH,5,397,21.1,N,05/27/2022,,,30.27877743,-97.67195099
20221380359,ASSAULT WITH INJURY,900,N,05/15/2022 11:00:00 AM,05/15/2022,1100,05/18/2022 08:01:00 AM,05/18/2022,801,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,2026 GUADALUPE ST,78705,9,BA,1,359,6,N,06/15/2022,,,30.28368487,-97.74231457
20221380125,ASSAULT WITH INJURY,900,N,05/18/2022 02:30:00 AM,05/18/2022,230,05/18/2022 02:30:00 AM,05/18/2022,230,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,500 SABINE ST,78701,9,GE,2,382,11,N,06/06/2022,,,30.26530279,-97.73653123
20221381558,ASSAULT WITH INJURY,900,N,05/18/2022 10:35:00 PM,05/18/2022,2235,05/18/2022 11:24:00 PM,05/18/2022,2324,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,812 THURMOND ST,78758,4,ED,2,249,401,N,06/03/2022,,,30.35390559,-97.70603178
20221381393,ASSAULT WITH INJURY,900,N,05/18/2022 10:02:00 PM,05/18/2022,2202,05/18/2022 10:02:00 PM,05/18/2022,2202,CAMP / CAMPGROUND,760 BASTROP HWY SB,78741,3,HE,5,444,23.2,C,05/19/2022,,,30.23232115,-97.68483652
20225014059,ASSAULT WITH INJURY,900,N,05/08/2022 05:44:00 PM,05/08/2022,1744,05/19/2022 05:44:00 PM,05/19/2022,1744,BAR / NIGHTCLUB,10402 MENCHACA RD,78748,5,FR,1,104,319,N,05/25/2022,,,30.1666518,-97.82734784
20221381653,ASSAULT WITH INJURY,900,N,05/19/2022 12:38:00 AM,05/19/2022,38,05/19/2022 12:38:00 AM,05/19/2022,38,PARKING /DROP LOT/ GARAGE,6600 ED BLUESTEIN BLVD NB,78723,1,CH,7,300,21,,,,,30.30897125,-97.66138029
20221391001,ASSAULT WITH INJURY,900,N,05/19/2022 04:46:00 PM,05/19/2022,1646,05/19/2022 04:46:00 PM,05/19/2022,1646,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,5110 MANOR RD,78723,1,ID,4,975,3,N,05/24/2022,,,30.2995134,-97.68673587
20221390892,ASSAULT WITH INJURY,900,N,05/19/2022 02:58:00 PM,05/19/2022,1458,05/19/2022 07:16:00 PM,05/19/2022,1916,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,423 E 6TH ST,78701,9,GE,2,382,11,C,05/19/2022,,,30.2665972,-97.7385179
20221390641,ASSAULT WITH INJURY,900,N,05/19/2022 11:20:00 AM,05/19/2022,1120,05/19/2022 12:01:00 PM,05/19/2022,1201,AIR / BUS / TRAIN TERMINAL,1835 E 38TH HALF ST,78722,9,CH,3,350,4,N,05/22/2022,,,30.28911314,-97.70727251
20221390612,ASSAULT WITH INJURY,900,N,05/16/2022 12:01:00 AM,05/16/2022,1,05/19/2022 01:20:00 PM,05/19/2022,1320,PARKING /DROP LOT/ GARAGE,8926 N LAMAR BLVD,78758,4,ED,1,237,406,N,06/13/2022,,,30.35875702,-97.69971832
20221391055,ASSAULT WITH INJURY,900,N,05/19/2022 04:40:00 PM,05/19/2022,1640,05/19/2022 05:16:00 PM,05/19/2022,1716,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,700 E 3RD ST,78701,9,GE,3,407,11,N,05/23/2022,,,30.26323156,-97.73638416
20221401175,ASSAULT WITH INJURY,900,N,05/20/2022 06:34:00 PM,05/20/2022,1834,05/20/2022 06:34:00 PM,05/20/2022,1834,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,S 1ST ST / W WILLIAM CANNON DR,78745,2,FR,4,513,24.22,N,06/07/2022,,,30.197096,-97.78782662
20221400306,ASSAULT WITH INJURY,900,N,05/20/2022 07:06:00 AM,05/20/2022,706,05/20/2022 07:06:00 AM,05/20/2022,706,PARKING /DROP LOT/ GARAGE,7201 S CONGRESS AVE,78745,2,FR,3,528,24.22,N,05/31/2022,,,30.1870381,-97.78036378
20221401081,ASSAULT WITH INJURY,900,N,05/20/2022 04:51:00 PM,05/20/2022,1651,05/20/2022 05:44:00 PM,05/20/2022,1744,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2308 N IH 35 SVRD SB,78705,1,UT,B,363,4,N,05/21/2022,,,30.28485561,-97.72640289
20221400431,ASSAULT WITH INJURY,900,N,05/20/2022 08:51:00 AM,05/20/2022,851,05/20/2022 08:56:00 AM,05/20/2022,856,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,2806 REAL ST,78722,1,CH,3,390,4,N,05/24/2022,,,30.28295131,-97.71192433
20221401482,ASSAULT WITH INJURY,900,N,05/20/2022 10:12:00 PM,05/20/2022,2212,05/20/2022 10:12:00 PM,05/20/2022,2212,PARKING /DROP LOT/ GARAGE,1912 E WILLIAM CANNON DR,78744,2,FR,8,516,24.19,N,06/02/2022,,,30.18854871,-97.7645862
20221400079,ASSAULT WITH INJURY,900,N,05/20/2022 02:04:00 AM,05/20/2022,204,05/20/2022 02:04:00 AM,05/20/2022,204,RESIDENCE / HOME,7308 ROARING SPRINGS DR,78736,8,DA,6,68,330,N,05/23/2022,,,30.24291993,-97.90171143
20221411506,ASSAULT WITH INJURY,900,N,05/21/2022 08:36:00 PM,05/21/2022,2036,05/21/2022 08:36:00 PM,05/21/2022,2036,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2200 S PLEASANT VALLEY RD,78741,3,HE,2,457,23.16,N,05/24/2022,,,30.23154675,-97.72604914
20221411341,ASSAULT WITH INJURY,900,N,05/21/2022 06:48:00 PM,05/21/2022,1848,05/21/2022 06:48:00 PM,05/21/2022,1848,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,700 BRAZOS ST,78701,9,GE,2,381,11,N,05/23/2022,,,30.26885229,-97.7412266
20221411651,ASSAULT WITH INJURY,900,N,05/21/2022 10:44:00 PM,05/21/2022,2244,05/21/2022 10:44:00 PM,05/21/2022,2244,SERVICE/ GAS STATION,201 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,491,20,N,05/23/2022,,,30.22250974,-97.76487063
20221410984,ASSAULT WITH INJURY,900,N,05/21/2022 04:28:00 PM,05/21/2022,1628,05/21/2022 05:03:00 PM,05/21/2022,1703,RESIDENCE / HOME,1700 TERI RD,78744,2,FR,5,493,24.11,N,05/23/2022,,,30.20524252,-97.75566255
20221411049,ASSAULT WITH INJURY,900,N,05/21/2022 03:43:00 PM,05/21/2022,1543,05/21/2022 03:43:00 PM,05/21/2022,1543,HOTEL / MOTEL / ETC.,8010 N IH 35 SVRD SB,78753,4,ED,1,592,400,N,06/03/2022,,,30.34300213,-97.6991464
20221410288,ASSAULT WITH INJURY,900,N,05/21/2022 03:52:00 AM,05/21/2022,352,05/21/2022 03:52:00 AM,05/21/2022,352,RESIDENCE / HOME,1700 TERI RD,78744,2,FR,5,493,24.11,C,05/23/2022,,,30.20524252,-97.75566255
20221411588,ASSAULT WITH INJURY,900,N,05/21/2022 09:33:00 PM,05/21/2022,2133,05/21/2022 09:33:00 PM,05/21/2022,2133,HOTEL / MOTEL / ETC.,11901 PAVILION BLVD,78759,10,AD,7,190,25,N,05/23/2022,,,30.42460533,-97.75437249
20221410206,ASSAULT WITH INJURY,900,N,05/21/2022 03:18:00 AM,05/21/2022,318,05/21/2022 03:18:00 AM,05/21/2022,318,BAR / NIGHTCLUB,5500 S CONGRESS AVE,78745,3,DA,3,514,24.44,N,05/23/2022,,,30.20621089,-97.77473691
20221421048,ASSAULT WITH INJURY,900,N,05/22/2022 06:06:00 PM,05/22/2022,1806,05/22/2022 06:06:00 PM,05/22/2022,1806,RESIDENCE / HOME,7201 S CONGRESS AVE,78745,2,FR,3,528,24.22,N,06/07/2022,,,30.1870381,-97.78036378
20221420779,ASSAULT WITH INJURY,900,N,05/22/2022 01:15:00 PM,05/22/2022,1315,05/22/2022 01:20:00 PM,05/22/2022,1320,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4804 MUELLER BLVD,78723,9,BA,4,900,3,N,05/23/2022,,,30.30141677,-97.70572375
20221421427,ASSAULT WITH INJURY,900,N,05/22/2022 09:40:00 PM,05/22/2022,2140,05/22/2022 11:22:00 PM,05/22/2022,2322,PARKING /DROP LOT/ GARAGE,3100 ESPERANZA XING,78758,7,AD,2,201,454,N,06/21/2022,,,30.39986155,-97.72287431
20221420911,ASSAULT WITH INJURY,900,N,05/22/2022 03:13:00 PM,05/22/2022,1513,05/22/2022 03:13:00 PM,05/22/2022,1513,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1104 MARCY ST,78745,5,DA,3,489,20,C,05/22/2022,,,30.22594655,-97.77815399
20221420786,ASSAULT WITH INJURY,900,N,05/22/2022 05:58:00 PM,05/22/2022,1758,05/22/2022 06:22:00 PM,05/22/2022,1822,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,3400 W WILLIAM CANNON DR,78745,5,DA,4,504,321,N,05/23/2022,,,30.21272831,-97.8276915
20221421138,ASSAULT WITH INJURY,900,N,05/22/2022 04:11:00 PM,05/22/2022,1611,05/22/2022 04:11:00 PM,05/22/2022,1611,SPECIALTY  STORE,10601 N LAMAR BLVD,78753,4,ED,1,240,410,N,05/24/2022,,,30.37454701,-97.68996127
20221421576,ASSAULT WITH INJURY,900,N,05/22/2022 11:44:00 PM,05/22/2022,2344,05/22/2022 11:56:00 PM,05/22/2022,2356,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,3510 WEBBERVILLE RD,78702,1,CH,2,416,8,N,05/26/2022,,,30.27155189,-97.70565256
20221420326,ASSAULT WITH INJURY,900,N,05/22/2022 05:39:00 AM,05/22/2022,539,05/22/2022 05:39:00 AM,05/22/2022,539,HOTEL / MOTEL / ETC.,8010 N IH 35 SVRD SB,78753,4,ED,1,592,400,N,06/07/2022,,,30.34300213,-97.6991464
20221420250,ASSAULT WITH INJURY,900,N,05/22/2022 05:10:00 AM,05/22/2022,510,05/22/2022 05:10:00 AM,05/22/2022,510,PARKING /DROP LOT/ GARAGE,1311 FAIRBANKS DR,78752,4,ID,1,265,433,C,05/22/2022,,,30.32768197,-97.69163206
20221421479,ASSAULT WITH INJURY,900,N,05/22/2022 10:23:00 PM,05/22/2022,2223,05/22/2022 10:23:00 PM,05/22/2022,2223,PARKING /DROP LOT/ GARAGE,9201 CAMERON RD,78754,1,ED,5,755,435,N,06/07/2022,,,30.34882319,-97.67601201
20225014322,ASSAULT WITH INJURY,900,N,05/15/2022 11:15:00 AM,05/15/2022,1115,05/23/2022 08:00:00 AM,05/23/2022,800,RESTAURANT,3909 S CONGRESS AVE,78704,3,DA,2,480,23.22,N,09/22/2022,,,30.22338277,-97.76259882
20221430801,ASSAULT WITH INJURY,900,N,05/21/2022 01:00:00 AM,05/21/2022,100,05/23/2022 02:17:00 PM,05/23/2022,1417,RESIDENCE / HOME,1401 E 12TH ST,78702,1,CH,2,413,8,N,06/07/2022,,,30.27270295,-97.72483619
20221430851,ASSAULT WITH INJURY,900,N,05/23/2022 02:49:00 PM,05/23/2022,1449,05/23/2022 03:50:00 PM,05/23/2022,1550,RESIDENCE / HOME,1761 CRICKET HOLLOW DR,78758,4,ED,4,2212,417,N,06/22/2022,,,30.38884366,-97.70227845
